time,temperature_2m,relative_humidity_2m,apparent_temperature,surface_pressure,wind_speed_10m
2024-02-16T04:00,29.4,58,31.1,1000.7,15.5
2024-02-16T05:00,30.8,52,32.4,1000.4,18.8
2024-02-16T06:00,31.9,49,33.8,999.5,19.1
2024-02-16T07:00,33.2,44,35.2,998.5,18.9
2024-02-16T08:00,33.8,40,35.3,997.2,17.9
2024-02-16T09:00,34.3,38,35.8,996.1,17.1
2024-02-16T10:00,34.5,37,35.3,995.4,16.1
2024-02-16T11:00,34.4,36,34.5,995.4,16.3
2024-02-16T12:00,33.2,37,33.1,995.8,17.2
2024-02-16T13:00,31.0,44,31.5,996.6,14.8
2024-02-16T14:00,30.1,47,31.1,997.4,11.3
2024-02-16T15:00,28.9,54,29.9,998.2,14.4
2024-02-16T16:00,28.0,59,29.3,998.9,15.0
2024-02-16T17:00,27.2,62,28.6,999.4,14.2
2024-02-16T18:00,26.3,68,28.3,999.1,12.8
2024-02-16T19:00,25.6,73,27.9,998.6,12.0
2024-02-16T20:00,25.0,75,27.4,997.8,11.2
2024-02-16T21:00,24.4,77,26.9,997.2,10.2
2024-02-16T22:00,23.9,80,26.6,996.6,9.2
2024-02-16T23:00,23.4,82,26.4,996.6,7.1
2024-02-17T00:00,22.9,84,25.9,996.9,5.8
2024-02-17T01:00,23.8,88,27.7,997.7,6.0
2024-02-17T02:00,25.1,78,28.2,998.5,8.5
2024-02-17T03:00,27.3,62,29.4,999.0,9.9
2024-02-17T04:00,29.9,47,30.6,999.4,13.3
2024-02-17T05:00,32.0,40,32.9,999.0,15.3
2024-02-17T06:00,33.2,39,35.0,998.0,16.8
2024-02-17T07:00,34.6,35,36.4,996.8,16.1
2024-02-17T08:00,35.4,32,36.7,995.6,14.7
2024-02-17T09:00,35.4,31,36.3,994.6,16.5
2024-02-17T10:00,34.0,37,34.6,994.2,16.9
2024-02-17T11:00,33.1,41,33.3,994.3,18.2
2024-02-17T12:00,31.9,45,32.2,994.7,20.2
2024-02-17T13:00,30.6,51,31.6,995.4,17.3
2024-02-17T14:00,29.7,56,31.4,996.4,14.5
2024-02-17T15:00,29.1,58,31.0,997.1,13.3
2024-02-17T16:00,27.9,65,30.1,998.0,13.7
2024-02-17T17:00,27.0,72,30.1,998.4,9.9
2024-02-17T18:00,26.3,77,30.3,998.2,5.8
2024-02-17T19:00,25.6,80,29.6,997.7,5.6
2024-02-17T20:00,25.1,81,29.0,996.9,5.9
2024-02-17T21:00,24.5,84,28.4,996.3,5.8
2024-02-17T22:00,24.4,85,28.0,995.8,8.2
2024-02-17T23:00,24.5,87,28.0,995.8,9.7
2024-02-18T00:00,24.4,88,28.2,996.4,8.2
2024-02-18T01:00,25.1,85,28.9,997.4,9.7
2024-02-18T02:00,25.6,80,29.1,998.1,9.7
2024-02-18T03:00,27.1,71,30.4,998.7,8.7
2024-02-18T04:00,29.0,60,32.1,999.2,7.6
2024-02-18T05:00,31.2,49,34.3,998.8,8.4
2024-02-18T06:00,33.1,41,36.1,997.9,10.6
2024-02-18T07:00,34.6,35,37.4,996.3,12.9
2024-02-18T08:00,35.1,33,37.0,995.1,13.7
2024-02-18T09:00,35.6,31,37.2,994.0,13.0
2024-02-18T10:00,35.5,31,36.0,993.3,13.5
2024-02-18T11:00,35.2,31,35.1,993.2,13.2
2024-02-18T12:00,34.1,33,34.1,993.6,13.4
2024-02-18T13:00,31.6,41,32.1,994.7,12.6
2024-02-18T14:00,30.3,45,31.0,995.6,13.0
2024-02-18T15:00,29.1,52,30.0,996.7,14.8
2024-02-18T16:00,27.2,66,29.2,997.7,14.5
2024-02-18T17:00,26.3,72,28.8,997.8,12.9
2024-02-18T18:00,25.7,79,28.9,997.7,10.8
2024-02-18T19:00,25.2,84,28.7,997.4,10.4
2024-02-18T20:00,24.7,87,28.6,997.1,8.5
2024-02-18T21:00,24.2,90,28.4,996.5,7.1
2024-02-18T22:00,23.9,91,27.9,996.1,7.6
2024-02-18T23:00,23.3,93,27.4,996.0,6.4
2024-02-19T00:00,23.1,94,27.4,996.7,4.4
2024-02-19T01:00,24.5,91,28.7,997.7,7.9
2024-02-19T02:00,25.2,86,29.3,998.8,7.9
2024-02-19T03:00,27.1,74,30.7,999.6,9.1
2024-02-19T04:00,29.2,63,32.4,999.8,9.8
2024-02-19T05:00,31.3,53,34.6,999.5,10.0
2024-02-19T06:00,33.1,43,36.2,998.6,11.4
2024-02-19T07:00,34.1,38,37.0,997.2,13.0
2024-02-19T08:00,34.2,37,36.5,995.9,13.8
2024-02-19T09:00,34.4,36,36.5,994.7,13.8
2024-02-19T10:00,34.7,35,35.9,993.9,13.4
2024-02-19T11:00,34.7,34,34.9,993.8,14.2
2024-02-19T12:00,33.6,35,33.4,994.3,16.0
2024-02-19T13:00,31.8,42,32.8,995.2,10.8
2024-02-19T14:00,30.5,47,31.2,996.1,14.6
2024-02-19T15:00,29.3,53,30.6,997.3,13.4
2024-02-19T16:00,28.3,60,30.1,998.3,12.7
2024-02-19T17:00,27.3,66,29.8,998.4,11.0
2024-02-19T18:00,26.4,72,29.2,998.3,10.3
2024-02-19T19:00,25.5,80,28.9,997.8,9.3
2024-02-19T20:00,24.8,87,28.7,997.1,8.7
2024-02-19T21:00,24.3,90,28.3,996.9,8.1
2024-02-19T22:00,23.8,93,28.1,996.5,6.4
2024-02-19T23:00,23.7,93,27.8,996.6,6.9
2024-02-20T00:00,23.7,92,28.0,996.8,5.7
2024-02-20T01:00,24.4,89,28.8,997.5,5.5
2024-02-20T02:00,25.2,82,29.1,998.5,7.4
2024-02-20T03:00,27.3,71,30.9,999.3,7.1
2024-02-20T04:00,29.4,60,32.4,999.8,8.8
2024-02-20T05:00,31.2,51,34.5,999.6,8.8
2024-02-20T06:00,33.0,43,36.6,998.4,8.9
2024-02-20T07:00,34.4,37,38.1,996.9,9.2
2024-02-20T08:00,35.9,32,39.0,995.5,9.7
2024-02-20T09:00,36.4,29,38.1,994.2,10.0
2024-02-20T10:00,36.4,28,36.7,993.3,8.7
2024-02-20T11:00,35.4,30,35.5,993.3,11.1
2024-02-20T12:00,34.2,34,33.9,993.8,15.8
2024-02-20T13:00,30.8,49,31.6,995.2,17.3
2024-02-20T14:00,30.4,50,31.7,996.1,14.1
2024-02-20T15:00,29.5,52,30.6,996.8,14.1
2024-02-20T16:00,28.7,56,30.3,997.5,12.0
2024-02-20T17:00,27.6,65,30.2,997.7,9.7
2024-02-20T18:00,26.7,71,30.0,998.0,7.1
2024-02-20T19:00,25.9,77,30.0,997.8,3.7
2024-02-20T20:00,25.7,78,30.0,997.1,2.6
2024-02-20T21:00,24.8,83,29.2,996.5,1.8
2024-02-20T22:00,24.4,85,28.8,996.0,2.5
2024-02-20T23:00,24.2,85,28.5,995.8,2.3
2024-02-21T00:00,23.6,87,27.8,996.1,2.5
2024-02-21T01:00,24.1,89,28.4,996.8,4.3
2024-02-21T02:00,25.4,84,29.9,997.4,4.7
2024-02-21T03:00,26.9,75,31.6,998.6,2.8
2024-02-21T04:00,29.0,63,33.1,998.9,2.5
2024-02-21T05:00,31.1,52,35.2,998.6,4.0
2024-02-21T06:00,33.2,41,37.3,997.6,4.9
2024-02-21T07:00,34.8,33,38.4,996.0,6.2
2024-02-21T08:00,35.7,29,39.0,994.6,6.2
2024-02-21T09:00,36.3,27,39.0,993.5,5.1
2024-02-21T10:00,36.7,26,38.0,992.8,5.4
2024-02-21T11:00,36.0,27,36.5,992.7,5.2
2024-02-21T12:00,35.9,26,35.9,992.8,7.7
2024-02-21T13:00,33.0,37,33.7,993.4,10.8
2024-02-21T14:00,31.6,41,32.4,994.3,10.5
2024-02-21T15:00,29.7,51,30.4,995.6,16.0
2024-02-21T16:00,28.8,49,29.9,996.4,9.4
2024-02-21T17:00,28.0,49,29.3,997.0,5.9
2024-02-21T18:00,27.3,50,28.6,996.9,4.3
2024-02-21T19:00,26.3,57,28.1,996.4,4.7
2024-02-21T20:00,25.4,65,27.6,995.8,6.5
2024-02-21T21:00,25.0,68,27.5,995.2,5.2
2024-02-21T22:00,25.8,64,28.3,995.0,3.6
2024-02-21T23:00,25.6,65,28.3,995.0,3.0
2024-02-22T00:00,24.2,74,27.0,995.4,4.2
2024-02-22T01:00,24.8,65,26.9,996.6,4.5
2024-02-22T02:00,26.0,61,28.3,997.7,3.8
2024-02-22T03:00,28.6,53,31.0,998.8,3.3
2024-02-22T04:00,30.8,47,33.3,999.0,2.4
2024-02-22T05:00,32.7,40,35.7,998.7,4.6
2024-02-22T06:00,34.4,36,38.0,997.5,5.4
2024-02-22T07:00,35.5,34,39.3,996.0,6.5
2024-02-22T08:00,36.5,32,40.2,994.6,6.6
2024-02-22T09:00,37.1,31,39.7,993.4,8.0
2024-02-22T10:00,37.1,31,39.3,992.5,8.3
2024-02-22T11:00,36.5,32,37.9,992.7,7.9
2024-02-22T12:00,35.1,35,36.3,993.4,9.4
2024-02-22T13:00,33.4,39,35.3,994.2,5.8
2024-02-22T14:00,31.0,49,31.7,995.2,18.6
2024-02-22T15:00,29.5,59,31.9,996.4,12.3
2024-02-22T16:00,28.3,70,31.7,997.1,10.8
2024-02-22T17:00,27.6,69,31.1,997.4,8.0
2024-02-22T18:00,27.1,72,31.0,997.3,5.2
2024-02-22T19:00,26.6,77,31.1,997.1,3.8
2024-02-22T20:00,26.1,83,31.1,996.1,3.2
2024-02-22T21:00,26.0,85,31.4,995.6,2.2
2024-02-22T22:00,25.2,90,30.6,995.2,2.5
2024-02-22T23:00,25.0,93,30.2,995.1,5.4
2024-02-23T00:00,24.7,95,30.0,995.4,5.5
2024-02-23T01:00,26.2,90,31.6,996.3,6.1
2024-02-23T02:00,26.8,86,32.7,996.8,2.6
2024-02-23T03:00,28.5,77,34.5,997.6,0.7
2024-02-23T04:00,30.6,66,36.2,998.0,1.3
2024-02-23T05:00,32.5,56,38.0,997.6,3.0
2024-02-23T06:00,33.9,49,39.5,996.6,4.0
2024-02-23T07:00,35.2,43,40.7,995.1,4.2
2024-02-23T08:00,36.4,38,41.9,993.8,3.6
2024-02-23T09:00,36.8,36,41.4,992.5,3.3
2024-02-23T10:00,36.7,35,40.3,992.1,3.1
2024-02-23T11:00,36.4,35,39.0,992.1,3.0
2024-02-23T12:00,35.2,37,37.1,992.6,7.6
2024-02-23T13:00,33.2,43,35.7,993.4,5.8
2024-02-23T14:00,32.4,46,33.9,994.2,12.7
2024-02-23T15:00,30.4,48,31.1,994.9,15.6
2024-02-23T16:00,29.0,55,30.4,995.9,14.0
2024-02-23T17:00,28.2,60,31.0,996.3,6.6
2024-02-23T18:00,27.5,66,31.1,995.9,4.5
2024-02-23T19:00,26.7,73,30.9,995.3,3.6
2024-02-23T20:00,26.1,79,30.5,994.9,3.3
2024-02-23T21:00,25.7,83,30.3,994.5,4.0
2024-02-23T22:00,25.4,84,30.1,994.2,3.3
2024-02-23T23:00,25.2,85,29.9,994.3,3.3
2024-02-24T00:00,24.8,88,29.4,994.7,4.6
2024-02-24T01:00,25.7,88,31.2,995.7,2.3
2024-02-24T02:00,26.9,81,32.2,996.7,3.4
2024-02-24T03:00,29.2,68,33.7,997.5,5.2
2024-02-24T04:00,31.7,49,34.4,997.9,6.0
2024-02-24T05:00,33.3,41,36.5,997.5,4.6
2024-02-24T06:00,34.8,37,38.8,996.4,3.9
2024-02-24T07:00,35.7,36,39.4,995.3,7.0
2024-02-24T08:00,36.0,35,39.4,994.2,8.7
2024-02-24T09:00,35.5,36,38.1,993.1,9.2
2024-02-24T10:00,35.5,36,37.7,992.4,10.5
2024-02-24T11:00,34.8,39,36.2,992.7,12.1
2024-02-24T12:00,32.9,46,34.4,993.2,15.8
2024-02-24T13:00,30.4,58,32.5,994.1,16.2
2024-02-24T14:00,30.2,59,32.9,994.9,12.1
2024-02-24T15:00,29.6,62,32.3,995.8,13.4
2024-02-24T16:00,28.8,64,31.7,996.5,11.3
2024-02-24T17:00,28.3,65,31.2,996.6,10.1
2024-02-24T18:00,27.4,68,30.1,996.7,11.7
2024-02-24T19:00,26.6,77,30.3,996.4,9.0
2024-02-24T20:00,26.2,81,30.2,995.6,9.2
2024-02-24T21:00,25.8,84,30.0,995.0,8.2
2024-02-24T22:00,25.4,86,30.1,994.7,5.0
2024-02-24T23:00,24.9,88,29.8,994.7,3.2
2024-02-25T00:00,24.2,91,28.9,995.2,4.0
2024-02-25T01:00,24.3,88,28.6,995.8,4.7
2024-02-25T02:00,25.6,80,29.6,996.6,6.4
2024-02-25T03:00,27.4,71,31.1,997.2,7.4
2024-02-25T04:00,29.3,61,32.4,997.6,8.9
2024-02-25T05:00,31.2,52,34.2,997.2,10.6
2024-02-25T06:00,32.8,45,36.2,996.4,11.4
2024-02-25T07:00,34.4,38,37.8,995.0,11.3
2024-02-25T08:00,35.7,32,37.5,993.7,12.5
2024-02-25T09:00,36.0,31,36.7,992.7,15.1
2024-02-25T10:00,36.0,29,36.3,991.8,12.7
2024-02-25T11:00,36.0,28,35.5,991.6,14.0
2024-02-25T12:00,34.3,35,33.7,992.0,20.3
2024-02-25T13:00,31.5,48,32.5,992.9,16.8
2024-02-25T14:00,30.6,52,32.0,994.1,14.7
2024-02-25T15:00,29.2,59,30.6,995.0,17.5
2024-02-25T16:00,28.0,65,29.7,995.8,17.3
2024-02-25T17:00,27.3,68,29.6,996.1,14.1
2024-02-25T18:00,26.8,71,29.3,996.2,12.6
2024-02-25T19:00,26.2,74,29.0,995.9,11.5
2024-02-25T20:00,25.6,77,28.6,995.6,10.9
2024-02-25T21:00,25.4,78,28.4,995.1,10.5
2024-02-25T22:00,25.1,79,28.0,994.8,10.2
2024-02-25T23:00,24.9,79,28.0,994.7,9.0
2024-02-26T00:00,25.0,77,28.1,994.9,7.9
2024-02-26T01:00,24.7,84,28.7,995.7,5.4
2024-02-26T02:00,25.9,77,29.7,996.5,6.5
2024-02-26T03:00,28.4,59,30.6,997.5,9.6
2024-02-26T04:00,30.3,53,31.7,997.7,15.3
2024-02-26T05:00,30.6,53,32.1,997.6,15.8
2024-02-26T06:00,32.6,46,34.7,996.7,16.4
2024-02-26T07:00,34.3,39,36.8,995.5,17.3
2024-02-26T08:00,35.4,36,37.4,994.1,19.2
2024-02-26T09:00,35.0,37,36.2,993.2,19.0
2024-02-26T10:00,34.8,36,35.1,992.6,19.8
2024-02-26T11:00,34.2,37,33.7,992.7,20.9
2024-02-26T12:00,33.1,40,32.7,993.1,20.9
2024-02-26T13:00,31.2,45,31.7,994.0,15.8
2024-02-26T14:00,30.1,50,31.1,995.0,14.7
2024-02-26T15:00,29.2,54,30.3,996.0,14.6
2024-02-26T16:00,28.2,57,29.6,996.7,13.2
2024-02-26T17:00,27.4,60,29.0,997.0,12.1
2024-02-26T18:00,26.9,65,28.7,997.2,13.6
2024-02-26T19:00,26.4,71,28.7,996.7,12.8
2024-02-26T20:00,25.8,76,28.4,996.2,12.8
2024-02-26T21:00,25.3,79,28.1,995.9,11.6
2024-02-26T22:00,24.9,80,27.9,995.5,10.5
2024-02-26T23:00,24.7,81,27.6,995.5,10.3
2024-02-27T00:00,24.6,81,27.7,995.8,9.2
2024-02-27T01:00,24.9,83,29.0,996.4,5.1
2024-02-27T02:00,26.3,73,29.5,997.2,8.4
2024-02-27T03:00,28.3,63,31.0,997.9,10.7
2024-02-27T04:00,30.2,56,31.2,998.0,21.1
2024-02-27T05:00,30.1,58,30.6,998.3,26.0
2024-02-27T06:00,31.3,53,32.4,997.4,23.2
2024-02-27T07:00,33.0,48,35.2,996.5,22.2
2024-02-27T08:00,34.4,43,36.9,995.5,19.8
2024-02-27T09:00,35.1,40,37.3,994.2,18.6
2024-02-27T10:00,35.2,39,36.6,993.4,18.4
2024-02-27T11:00,34.3,38,34.7,993.3,17.9
2024-02-27T12:00,33.0,41,33.3,993.4,18.0
2024-02-27T13:00,31.0,45,31.5,994.8,14.8
2024-02-27T14:00,30.0,47,30.6,995.6,14.4
2024-02-27T15:00,29.1,50,30.1,996.5,11.2
2024-02-27T16:00,28.1,53,29.4,997.2,10.5
2024-02-27T17:00,27.5,57,28.8,997.4,11.3
2024-02-27T18:00,26.4,70,28.9,997.8,11.1
2024-02-27T19:00,26.5,70,29.0,997.5,11.2
2024-02-27T20:00,25.9,73,28.5,996.5,10.5
2024-02-27T21:00,25.3,76,28.2,996.0,9.3
2024-02-27T22:00,24.9,78,27.7,995.4,9.7
2024-02-27T23:00,24.3,79,27.3,995.3,7.6
2024-02-28T00:00,23.7,82,26.9,995.5,5.6
2024-02-28T01:00,24.2,80,27.2,996.5,8.1
2024-02-28T02:00,25.4,74,28.4,997.2,7.6
2024-02-28T03:00,28.1,59,29.8,998.2,12.3
2024-02-28T04:00,30.0,47,30.3,998.4,16.3
2024-02-28T05:00,31.5,44,32.7,998.1,17.1
2024-02-28T06:00,32.9,38,34.5,997.0,16.8
2024-02-28T07:00,34.1,35,35.9,995.5,16.3
2024-02-28T08:00,35.1,32,37.0,994.4,15.6
2024-02-28T09:00,35.5,30,36.7,993.3,15.6
2024-02-28T10:00,35.7,29,36.1,992.5,14.8
2024-02-28T11:00,35.3,29,34.4,992.5,16.1
2024-02-28T12:00,33.5,33,32.5,992.9,18.5
2024-02-28T13:00,31.1,44,31.5,993.7,15.7
2024-02-28T14:00,30.3,47,31.4,994.4,11.1
2024-02-28T15:00,29.2,53,30.2,995.5,15.5
2024-02-28T16:00,27.8,61,29.2,996.4,15.9
2024-02-28T17:00,27.0,63,28.5,996.9,14.4
2024-02-28T18:00,26.2,64,27.6,997.2,13.0
2024-02-28T19:00,25.4,67,27.0,996.8,10.7
2024-02-28T20:00,24.4,70,26.5,996.3,7.9
2024-02-28T21:00,23.8,71,25.7,995.7,7.3
2024-02-28T22:00,23.1,71,25.0,995.1,5.4
2024-02-28T23:00,22.1,73,23.5,994.8,6.9
2024-02-29T00:00,21.6,74,22.9,994.9,6.8
2024-02-29T01:00,21.9,77,23.8,995.7,5.6
2024-02-29T02:00,24.3,68,26.6,996.7,3.6
2024-02-29T03:00,28.3,49,30.0,997.6,4.2
2024-02-29T04:00,30.9,39,31.0,998.0,11.9
2024-02-29T05:00,32.4,37,33.1,998.3,15.5
2024-02-29T06:00,33.6,35,35.2,997.4,15.6
2024-02-29T07:00,34.5,33,36.3,996.2,15.4
2024-02-29T08:00,35.2,31,37.2,994.9,14.2
2024-02-29T09:00,35.7,29,36.9,993.7,13.9
2024-02-29T10:00,35.9,28,35.8,993.0,15.6
2024-02-29T11:00,35.4,27,34.2,993.0,15.7
2024-02-29T12:00,33.8,32,32.7,993.7,18.4
2024-02-29T13:00,31.6,38,32.2,995.2,9.5
2024-02-29T14:00,30.2,44,30.8,996.2,11.9
2024-02-29T15:00,29.0,50,30.1,997.1,11.6
2024-02-29T16:00,28.0,54,29.7,998.0,7.4
2024-02-29T17:00,27.0,59,28.9,998.1,8.1
2024-02-29T18:00,26.3,66,28.4,998.2,9.8
2024-02-29T19:00,25.5,73,28.2,997.7,9.2
2024-02-29T20:00,24.8,77,27.7,997.1,8.2
2024-02-29T21:00,24.3,79,27.1,996.4,8.2
2024-02-29T22:00,24.0,81,26.9,996.0,8.5
2024-02-29T23:00,23.8,83,27.0,996.0,6.6
2024-03-01T00:00,23.1,86,26.5,996.5,5.5
2024-03-01T01:00,24.0,86,27.9,997.5,5.5
2024-03-01T02:00,25.9,75,29.5,998.5,6.2
2024-03-01T03:00,28.6,60,31.2,999.3,8.2
2024-03-01T04:00,30.7,47,32.0,999.6,12.0
2024-03-01T05:00,32.2,44,33.9,999.4,15.2
2024-03-01T06:00,33.3,40,34.4,998.1,19.0
2024-03-01T07:00,33.9,38,35.2,997.4,17.1
2024-03-01T08:00,35.2,34,36.9,996.2,14.7
2024-03-01T09:00,35.8,31,36.9,995.1,17.2
2024-03-01T10:00,35.3,32,35.3,994.4,17.9
2024-03-01T11:00,34.4,34,34.1,994.5,16.4
2024-03-01T12:00,33.5,35,33.4,994.7,14.6
2024-03-01T13:00,31.2,42,32.3,995.8,9.1
2024-03-01T14:00,30.0,44,30.5,996.8,11.8
2024-03-01T15:00,28.9,46,29.6,997.7,9.5
2024-03-01T16:00,27.5,51,28.6,998.5,8.0
2024-03-01T17:00,26.4,57,28.0,999.0,6.0
2024-03-01T18:00,25.4,63,27.5,998.7,5.0
2024-03-01T19:00,24.4,70,26.7,998.3,6.4
2024-03-01T20:00,23.9,74,26.4,997.4,5.9
2024-03-01T21:00,23.3,78,26.1,996.6,5.4
2024-03-01T22:00,22.9,81,25.7,996.2,5.4
2024-03-01T23:00,22.2,85,25.0,996.2,6.0
2024-03-02T00:00,21.5,89,24.2,996.4,6.7
2024-03-02T01:00,22.4,87,25.5,997.7,5.6
2024-03-02T02:00,24.3,78,27.9,998.7,3.0
2024-03-02T03:00,27.2,67,30.9,999.5,2.7
2024-03-02T04:00,29.8,52,32.9,999.6,1.5
2024-03-02T05:00,32.1,39,35.2,999.7,2.9
2024-03-02T06:00,33.8,32,36.8,998.7,5.4
2024-03-02T07:00,35.1,28,37.9,997.4,7.6
2024-03-02T08:00,35.9,26,38.5,996.2,8.0
2024-03-02T09:00,36.3,26,38.4,994.6,8.6
2024-03-02T10:00,36.4,26,37.3,993.6,10.0
2024-03-02T11:00,36.0,26,35.6,993.4,10.8
2024-03-02T12:00,35.0,28,34.8,993.7,10.1
2024-03-02T13:00,32.1,38,32.9,994.6,7.5
2024-03-02T14:00,30.7,37,30.6,995.7,10.5
2024-03-02T15:00,29.0,39,28.9,996.4,9.2
2024-03-02T16:00,27.6,44,27.6,997.1,9.9
2024-03-02T17:00,26.5,48,26.9,997.1,7.3
2024-03-02T18:00,25.2,52,25.6,997.1,7.4
2024-03-02T19:00,23.5,61,24.2,996.9,8.0
2024-03-02T20:00,22.8,69,23.9,996.2,8.5
2024-03-02T21:00,22.6,74,24.3,995.7,7.2
2024-03-02T22:00,22.2,79,24.3,995.5,6.6
2024-03-02T23:00,23.2,78,26.1,995.6,4.3
2024-03-03T00:00,23.5,86,27.3,996.2,4.4
2024-03-03T01:00,23.0,88,26.7,996.7,4.8
2024-03-03T02:00,24.4,83,27.9,997.7,6.7
2024-03-03T03:00,26.6,70,29.6,998.6,7.4
2024-03-03T04:00,28.8,60,31.4,999.1,9.4
2024-03-03T05:00,30.7,51,33.9,998.9,10.0
2024-03-03T06:00,32.7,42,36.3,997.9,9.2
2024-03-03T07:00,34.3,35,37.9,996.6,8.1
2024-03-03T08:00,35.2,31,38.6,995.2,7.5
2024-03-03T09:00,35.6,29,38.2,993.6,8.4
2024-03-03T10:00,36.0,26,36.9,992.7,9.4
2024-03-03T11:00,35.7,26,35.2,992.5,9.5
2024-03-03T12:00,34.7,27,34.2,992.9,9.8
2024-03-03T13:00,32.1,37,33.3,994.1,4.7
2024-03-03T14:00,29.8,45,31.2,995.0,6.6
2024-03-03T15:00,29.0,52,29.8,996.1,15.0
2024-03-03T16:00,27.7,59,29.6,996.8,10.1
2024-03-03T17:00,26.8,60,28.8,996.8,7.9
2024-03-03T18:00,25.6,65,28.1,996.8,5.0
2024-03-03T19:00,24.7,71,27.3,996.1,6.1
2024-03-03T20:00,24.8,70,27.6,995.7,4.2
2024-03-03T21:00,24.3,73,27.3,995.1,3.4
2024-03-03T22:00,22.9,81,25.9,995.1,4.1
2024-03-03T23:00,21.9,87,25.0,995.3,4.5
2024-03-04T00:00,21.9,88,25.1,995.8,3.7
2024-03-04T01:00,22.7,94,26.8,996.4,4.5
2024-03-04T02:00,24.3,86,28.4,997.3,4.4
2024-03-04T03:00,26.5,75,30.4,997.8,5.2
2024-03-04T04:00,28.8,61,32.3,998.1,4.5
2024-03-04T05:00,31.0,50,35.1,997.7,5.4
2024-03-04T06:00,32.9,41,36.9,996.9,6.9
2024-03-04T07:00,34.4,34,38.0,996.0,7.8
2024-03-04T08:00,35.6,28,38.4,994.7,8.3
2024-03-04T09:00,36.4,25,38.0,993.5,9.4
2024-03-04T10:00,36.4,24,37.0,992.6,10.2
2024-03-04T11:00,35.9,26,35.2,992.5,12.0
2024-03-04T12:00,34.7,29,34.1,993.0,13.1
2024-03-04T13:00,31.9,42,33.2,994.2,9.4
2024-03-04T14:00,30.5,46,32.2,995.2,7.3
2024-03-04T15:00,29.1,52,31.1,996.1,6.5
2024-03-04T16:00,28.0,59,29.8,997.1,11.4
2024-03-04T17:00,26.4,73,29.7,997.5,8.1
2024-03-04T18:00,25.5,78,29.3,997.6,5.5
2024-03-04T19:00,24.9,81,28.8,997.3,4.7
2024-03-04T20:00,24.9,80,29.1,996.8,1.4
2024-03-04T21:00,23.8,86,27.6,996.1,4.3
2024-03-04T22:00,23.0,89,26.8,995.7,4.3
2024-03-04T23:00,22.5,90,26.2,995.7,4.0
2024-03-05T00:00,22.1,92,25.8,995.9,4.0
2024-03-05T01:00,23.4,91,27.6,996.3,4.1
2024-03-05T02:00,24.9,83,29.1,997.0,4.6
2024-03-05T03:00,27.2,69,30.7,997.5,5.6
2024-03-05T04:00,29.4,58,32.6,997.6,5.0
2024-03-05T05:00,31.5,49,35.4,997.6,6.2
2024-03-05T06:00,33.6,37,37.0,996.8,8.1
2024-03-05T07:00,35.4,27,37.7,995.7,9.1
2024-03-05T08:00,36.5,22,37.9,994.7,10.8
2024-03-05T09:00,37.0,21,37.5,993.6,11.7
2024-03-05T10:00,36.6,23,36.6,993.1,11.9
2024-03-05T11:00,35.9,25,34.9,992.9,12.0
2024-03-05T12:00,35.0,29,34.8,993.2,11.6
2024-03-05T13:00,32.4,44,33.7,994.1,12.5
2024-03-05T14:00,30.4,48,31.4,995.0,13.4
2024-03-05T15:00,29.1,49,29.9,996.0,11.4
2024-03-05T16:00,27.5,55,29.4,996.9,5.6
2024-03-05T17:00,27.3,57,29.9,997.2,1.8
2024-03-05T18:00,25.4,65,27.9,997.4,4.0
2024-03-05T19:00,26.2,61,28.7,997.1,2.5
2024-03-05T20:00,25.6,63,28.3,996.3,1.0
2024-03-05T21:00,23.6,73,26.0,995.8,4.2
2024-03-05T22:00,23.3,74,25.8,995.4,4.3
2024-03-05T23:00,22.7,77,25.1,995.2,4.7
2024-03-06T00:00,22.7,78,24.9,995.6,6.2
2024-03-06T01:00,23.9,79,26.9,996.5,6.0
2024-03-06T02:00,25.4,77,28.9,997.5,5.9
2024-03-06T03:00,27.6,73,31.6,998.5,7.6
2024-03-06T04:00,29.7,61,33.8,998.6,3.4
2024-03-06T05:00,31.5,53,36.2,998.3,1.5
2024-03-06T06:00,33.3,45,39.0,997.4,1.6
2024-03-06T07:00,34.7,38,40.0,996.2,3.1
2024-03-06T08:00,35.6,33,39.5,994.9,4.2
2024-03-06T09:00,36.5,28,39.0,993.5,5.9
2024-03-06T10:00,36.9,25,36.9,992.4,11.4
2024-03-06T11:00,36.1,26,35.0,992.3,15.3
2024-03-06T12:00,35.2,29,34.7,992.6,13.3
2024-03-06T13:00,32.3,37,33.5,994.5,5.5
2024-03-06T14:00,30.9,48,32.1,995.2,13.9
2024-03-06T15:00,29.3,54,31.1,996.2,10.8
2024-03-06T16:00,28.3,49,29.6,997.1,7.1
2024-03-06T17:00,26.6,57,28.3,997.3,5.9
2024-03-06T18:00,27.0,55,29.4,997.1,1.3
2024-03-06T19:00,25.4,61,27.6,996.2,3.2
2024-03-06T20:00,26.0,55,27.8,995.3,2.0
2024-03-06T21:00,25.4,56,27.3,994.6,0.8
2024-03-06T22:00,24.3,62,26.1,994.1,3.0
2024-03-06T23:00,22.7,74,24.9,994.2,5.1
2024-03-07T00:00,22.4,80,25.0,994.8,4.8
2024-03-07T01:00,23.2,85,26.5,995.7,4.8
2024-03-07T02:00,25.1,79,28.6,997.0,7.1
2024-03-07T03:00,27.3,74,31.3,997.8,7.1
2024-03-07T04:00,29.5,61,33.4,998.0,4.0
